Date,Source,Site ID,POC,Daily Max 8-hour Ozone Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,Method Code,CBSA Code,CBSA Name,County FIPS Code,County,Site Latitude,Site Longitude,Date_Cleaned
03/19/2024,AQS,60832004,1,0.034,ppm,31.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-03-19
03/20/2024,AQS,60832004,1,0.045,ppm,42.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-03-20
03/21/2024,AQS,60832004,1,0.037,ppm,34.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-03-21
03/22/2024,AQS,60832004,1,0.035,ppm,32.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-03-22
03/23/2024,AQS,60832004,1,0.043,ppm,40.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-03-23
03/24/2024,AQS,60832004,1,0.045,ppm,42.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-03-24
03/25/2024,AQS,60832004,1,,ppm,39.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-03-25
March 26/2024,AQS,60832004,1,0.043,ppm,40.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-03-26
/2024,AQS,60832004,1,0.041,ppm,38.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-03-27
03/28/2024,AQS,60832004,1,0.043,ppm,40.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-03-28
03/29/2024,AQS,60832004,1,,ppm,40.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-03-29
03/30/2024,AQS,60832004,1,0.044,ppm,41.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-03-30
03/31/2024,AQS,60832004,1,0.042,ppm,39.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-03-31
04/01/2024,AQS,60832004,1,,ppm,34.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-04-01
04/02/2024,AQS,60832004,1,,ppm,34.0,Lompoc H Street,13,76.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-04-02
04/03/2024,AQS,60832004,1,,ppm,34.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-04-03
04/04/2024,AQS,60832004,1,0.046,ppm,43.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-04-04
04/05/2024,AQS,60832004,1,0.045,ppm,42.0,Lompoc H Street,13,76.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-04-05
04/06/2024,AQS,60832004,1,0.042,ppm,39.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-04-06
04/07/2024,AQS,60832004,1,0.048,ppm,44.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-04-07
04/08/2024,AQS,60832004,1,0.041,ppm,38.0,Lompoc H Street,14,82.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-04-08
04/09/2024,AQS,60832004,1,0.045,ppm,42.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-04-09
April 10/2024,AQS,60832004,1,0.037,ppm,34.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-04-10
04/16/2024,AQS,60832004,1,0.04,ppm,37.0,Lompoc H Street,16,94.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-04-16
04/17/2024,AQS,60832004,1,0.039,ppm,36.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-04-17
/2024,AQS,60832004,1,0.043,ppm,40.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-04-18
04/19/2024,AQS,60832004,1,0.045,ppm,42.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-04-19
/2024,AQS,60832004,1,0.039,ppm,36.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-04-20
04/21/2024,AQS,60832004,1,0.041,ppm,38.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-04-21
04/22/2024,AQS,60832004,1,0.046,ppm,43.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-04-22
04/23/2024,AQS,60832004,1,0.046,ppm,43.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-04-23
/2024,AQS,60832004,1,0.038,ppm,35.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-04-24
April 26/2024,AQS,60832004,1,,ppm,32.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-04-26
04/27/2024,AQS,60832004,1,0.038,ppm,35.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-04-27
04/28/2024,AQS,60832004,1,0.037,ppm,34.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-04-28
/2024,AQS,60832004,1,0.046,ppm,43.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-04-29
04/30/2024,AQS,60832004,1,0.041,ppm,38.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-04-30
05/01/2024,AQS,60832004,1,0.04,ppm,37.0,Lompoc H Street,13,76.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-05-01
05/02/2024,AQS,60832004,1,0.035,ppm,32.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-05-02
05/03/2024,AQS,60832004,1,0.036,ppm,33.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-05-03
05/04/2024,AQS,60832004,1,0.042,ppm,39.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-05-04
May 05/2024,AQS,60832004,1,0.042,ppm,39.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-05-05
05/06/2024,AQS,60832004,1,,ppm,38.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-05-06
05/07/2024,AQS,60832004,1,0.044,ppm,41.0,Lompoc H Street,13,76.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-05-07
/2024,AQS,60832004,1,0.039,ppm,36.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-05-08
05/09/2024,AQS,60832004,1,0.048,ppm,44.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-05-09
May 10/2024,AQS,60832004,1,0.042,ppm,39.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-05-10
May 11/2024,AQS,60832004,1,0.037,ppm,34.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-05-11
05/12/2024,AQS,60832004,1,0.036,ppm,33.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-05-12
/2024,AQS,60832004,1,,ppm,36.0,Lompoc H Street,13,76.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-05-13
05/15/2024,AQS,60832004,1,,ppm,34.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-05-15
05/16/2024,AQS,60832004,1,0.037,ppm,34.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-05-16
May 17/2024,AQS,60832004,1,0.034,ppm,31.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-05-17
May 18/2024,AQS,60832004,1,0.039,ppm,36.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-05-18
05/19/2024,AQS,60832004,1,0.042,ppm,39.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-05-19
05/20/2024,AQS,60832004,1,0.04,ppm,37.0,Lompoc H Street,13,76.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-05-20
05/21/2024,AQS,60832004,1,0.038,ppm,35.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-05-21
/2024,AQS,60832004,1,0.037,ppm,,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-05-22
/2024,AQS,60832004,1,0.04,ppm,37.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-05-23
05/24/2024,AQS,60832004,1,0.038,ppm,35.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-05-24
May 25/2024,AQS,60832004,1,0.037,ppm,34.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-05-25
05/26/2024,AQS,60832004,1,0.039,ppm,36.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-05-26
05/27/2024,AQS,60832004,1,0.036,ppm,33.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-05-27
05/29/2024,AQS,60832004,1,0.043,ppm,40.0,Lompoc H Street,13,76.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-05-29
05/30/2024,AQS,60832004,1,0.039,ppm,36.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-05-30
05/31/2024,AQS,60832004,1,0.036,ppm,33.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-05-31
06/01/2024,AQS,60832004,1,0.032,ppm,30.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-06-01
06/02/2024,AQS,60832004,1,0.025,ppm,,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-06-02
06/03/2024,AQS,60832004,1,0.021,ppm,19.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-06-03
06/04/2024,AQS,60832004,1,0.033,ppm,31.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-06-04
06/05/2024,AQS,60832004,1,0.035,ppm,32.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-06-05
June 06/2024,AQS,60832004,1,0.033,ppm,31.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-06-06
06/07/2024,AQS,60832004,1,0.031,ppm,29.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-06-07
06/08/2024,AQS,60832004,1,0.032,ppm,30.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-06-08
06/09/2024,AQS,60832004,1,0.035,ppm,32.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-06-09
06/10/2024,AQS,60832004,1,0.027,ppm,25.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-06-10
June 11/2024,AQS,60832004,1,0.03,ppm,28.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-06-11
06/12/2024,AQS,60832004,1,0.03,ppm,28.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-06-12
/2024,AQS,60832004,1,0.034,ppm,31.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-06-13
June 14/2024,AQS,60832004,1,,ppm,31.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-06-14
06/15/2024,AQS,60832004,1,0.033,ppm,31.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-06-15
June 16/2024,AQS,60832004,1,0.034,ppm,31.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-06-16
06/17/2024,AQS,60832004,1,0.033,ppm,31.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-06-17
06/18/2024,AQS,60832004,1,,ppm,31.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-06-18
06/19/2024,AQS,60832004,1,0.03,ppm,28.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-06-19
/2024,AQS,60832004,1,0.034,ppm,31.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-06-20
06/21/2024,AQS,60832004,1,0.032,ppm,30.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-06-21
06/22/2024,AQS,60832004,1,0.028,ppm,26.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-06-22
June 23/2024,AQS,60832004,1,0.037,ppm,34.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-06-23
06/24/2024,AQS,60832004,1,0.03,ppm,28.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-06-24
06/25/2024,AQS,60832004,1,0.028,ppm,26.0,Lompoc H Street,13,76.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-06-25
06/26/2024,AQS,60832004,1,0.03,ppm,28.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-06-26
/2024,AQS,60832004,1,0.027,ppm,25.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-06-27
/2024,AQS,60832004,1,0.026,ppm,24.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-06-28
06/29/2024,AQS,60832004,1,0.025,ppm,23.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-06-29
06/30/2024,AQS,60832004,1,0.024,ppm,22.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-06-30
07/01/2024,AQS,60832004,1,0.018,ppm,17.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-01
07/02/2024,AQS,60832004,1,0.024,ppm,22.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-02
July 03/2024,AQS,60832004,1,0.025,ppm,23.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-03
07/04/2024,AQS,60832004,1,0.028,ppm,26.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-04
July 05/2024,AQS,60832004,1,0.029,ppm,27.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-05
07/06/2024,AQS,60832004,1,0.028,ppm,26.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-06
07/07/2024,AQS,60832004,1,0.028,ppm,26.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-07
07/08/2024,AQS,60832004,1,0.028,ppm,26.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-08
07/09/2024,AQS,60832004,1,0.026,ppm,24.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-09
07/10/2024,AQS,60832004,1,0.026,ppm,24.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-10
07/11/2024,AQS,60832004,1,0.029,ppm,27.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-11
July 12/2024,AQS,60832004,1,0.033,ppm,31.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-12
07/13/2024,AQS,60832004,1,0.028,ppm,26.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-13
07/14/2024,AQS,60832004,1,0.032,ppm,30.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-14
07/15/2024,AQS,60832004,1,0.031,ppm,29.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-15
/2024,AQS,60832004,1,0.03,ppm,28.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-16
/2024,AQS,60832004,1,0.029,ppm,27.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-17
July 18/2024,AQS,60832004,1,0.021,ppm,19.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-18
07/19/2024,AQS,60832004,1,0.02,ppm,19.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-19
July 20/2024,AQS,60832004,1,0.023,ppm,21.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-20
07/21/2024,AQS,60832004,1,0.025,ppm,23.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-21
July 22/2024,AQS,60832004,1,0.026,ppm,24.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-22
07/23/2024,AQS,60832004,1,0.029,ppm,27.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-23
07/24/2024,AQS,60832004,1,0.025,ppm,23.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-24
07/25/2024,AQS,60832004,1,0.024,ppm,22.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-25
/2024,AQS,60832004,1,0.024,ppm,22.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-26
07/27/2024,AQS,60832004,1,0.028,ppm,26.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-27
07/28/2024,AQS,60832004,1,0.029,ppm,27.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-28
/2024,AQS,60832004,1,0.026,ppm,24.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-29
07/30/2024,AQS,60832004,1,,ppm,15.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-30
07/31/2024,AQS,60832004,1,0.016,ppm,15.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-07-31
08/01/2024,AQS,60832004,1,0.019,ppm,18.0,Lompoc H Street,1000,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-08-01
August 02/2024,AQS,60832004,1,0.02,ppm,19.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-08-02
/2024,AQS,60832004,1,0.023,ppm,21.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-08-03
08/04/2024,AQS,60832004,1,0.027,ppm,25.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-08-04
/2024,AQS,60832004,1,0.026,ppm,24.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-08-05
August 06/2024,AQS,60832004,1,0.028,ppm,26.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-08-06
08/07/2024,AQS,60832004,1,0.032,ppm,30.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-08-07
/2024,AQS,60832004,1,0.029,ppm,27.0,Lompoc H Street,17,100.0,87.0,42200.0,"Santa Maria-Santa Barbara, CA",83,Santa Barbara,34.6378200008827,-120.4575,2024-08-08
