Date,Source,Site ID,POC,Daily Max 8-hour Ozone Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,Method Code,CBSA Code,CBSA Name,County FIPS Code,County,Site Latitude,Site Longitude
04/30/2024,AQS,61030007,1,0.038,ppm,35.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,0.032,ppm,30.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
05/02/2024,AQS,61030007,1,0.033,ppm,31.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,0.042,ppm,39.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,0.031,ppm,29.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
05/05/2024,AQS,61030007,1,0.029,ppm,27.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
05/06/2024,AQS,61030007,1,0.034,ppm,31.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,0.037,ppm,34.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
05/08/2024,AQS,61030007,1,0.039,ppm,36.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
05/09/2024,AQS,61030007,1,0.029,ppm,27.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
05/10/2024,AQS,61030007,1,0.037,ppm,34.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
May 11/2024,AQS,61030007,1,0.037,ppm,34.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
05/12/2024,AQS,61030007,1,,ppm,35.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
05/13/2024,AQS,61030007,1,0.037,ppm,34.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
05/14/2024,AQS,61030007,1,0.04,ppm,37.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
05/15/2024,AQS,61030007,1,0.04,ppm,37.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
05/16/2024,AQS,61030007,1,0.042,ppm,,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
05/17/2024,AQS,61030007,1,0.036,ppm,33.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
05/18/2024,AQS,61030007,1,0.04,ppm,37.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
05/19/2024,AQS,61030007,1,0.043,ppm,40.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
May 20/2024,AQS,61030007,1,0.037,ppm,34.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
05/21/2024,AQS,61030007,1,0.031,ppm,29.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
05/22/2024,AQS,61030007,1,0.037,ppm,34.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
May 23/2024,AQS,61030007,1,0.032,ppm,30.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
05/24/2024,AQS,61030007,1,0.036,ppm,33.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
May 25/2024,AQS,61030007,1,0.025,ppm,23.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
05/26/2024,AQS,61030007,1,0.035,ppm,32.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,0.035,ppm,32.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
05/28/2024,AQS,61030007,1,0.037,ppm,34.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
05/29/2024,AQS,61030007,1,,ppm,37.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
05/30/2024,AQS,61030007,1,,ppm,31.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
05/31/2024,AQS,61030007,1,0.034,ppm,31.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
06/01/2024,AQS,61030007,1,0.035,ppm,32.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
06/02/2024,AQS,61030007,1,0.032,ppm,30.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
06/03/2024,AQS,61030007,1,,ppm,22.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
June 04/2024,AQS,61030007,1,,ppm,21.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
06/05/2024,AQS,61030007,1,0.02,ppm,19.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
06/06/2024,AirNow,61030007,1,0.031,ppm,29.0,Red Bluff-Walnut St. District Office,21,88.0,,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,0.035,ppm,32.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
06/08/2024,AQS,61030007,1,0.034,ppm,31.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
06/09/2024,AQS,61030007,1,,ppm,31.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
06/10/2024,AQS,61030007,1,0.042,ppm,39.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,0.034,ppm,,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
June 12/2024,AQS,61030007,1,0.044,ppm,41.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
June 13/2024,AQS,61030007,1,0.042,ppm,39.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
06/14/2024,AQS,61030007,1,0.045,ppm,,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,0.037,ppm,34.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,0.031,ppm,29.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
June 17/2024,AQS,61030007,1,0.033,ppm,31.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
06/18/2024,AQS,61030007,1,0.039,ppm,,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,0.043,ppm,40.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
06/20/2024,AQS,61030007,1,0.046,ppm,43.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
06/21/2024,AQS,61030007,1,0.048,ppm,,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
06/22/2024,AQS,61030007,1,0.049,ppm,45.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
06/23/2024,AQS,61030007,1,0.043,ppm,40.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,0.049,ppm,45.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
06/25/2024,AQS,61030007,1,0.054,ppm,,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
06/26/2024,AQS,61030007,1,0.044,ppm,,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
06/27/2024,AQS,61030007,1,0.044,ppm,41.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
06/28/2024,AQS,61030007,1,,ppm,35.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
06/29/2024,AQS,61030007,1,0.033,ppm,31.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
06/30/2024,AQS,61030007,1,0.033,ppm,31.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
July 01/2024,AQS,61030007,1,0.04,ppm,37.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
07/02/2024,AQS,61030007,1,0.045,ppm,42.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
07/03/2024,AQS,61030007,1,0.043,ppm,40.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,0.04,ppm,37.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,0.039,ppm,36.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
July 06/2024,AQS,61030007,1,0.039,ppm,36.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
July 07/2024,AQS,61030007,1,0.05,ppm,46.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
07/08/2024,AQS,61030007,1,0.051,ppm,47.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
07/09/2024,AQS,61030007,1,0.048,ppm,44.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
07/10/2024,AQS,61030007,1,0.053,ppm,49.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
07/11/2024,AQS,61030007,1,0.05,ppm,46.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
07/12/2024,AQS,61030007,1,0.053,ppm,49.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
07/13/2024,AQS,61030007,1,0.045,ppm,42.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,0.042,ppm,39.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
07/15/2024,AQS,61030007,1,0.044,ppm,41.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
07/16/2024,AQS,61030007,1,0.048,ppm,44.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
07/17/2024,AQS,61030007,1,0.051,ppm,47.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
July 18/2024,AQS,61030007,1,0.049,ppm,45.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
July 19/2024,AQS,61030007,1,0.034,ppm,31.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,0.038,ppm,35.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
07/21/2024,AQS,61030007,1,0.045,ppm,42.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
07/22/2024,AQS,61030007,1,0.051,ppm,47.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
07/23/2024,AQS,61030007,1,,ppm,48.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
07/24/2024,AQS,61030007,1,0.042,ppm,39.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
07/25/2024,AQS,61030007,1,0.041,ppm,38.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
07/26/2024,AQS,61030007,1,0.041,ppm,38.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,0.033,ppm,31.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
07/28/2024,AQS,61030007,1,0.05,ppm,46.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
July 29/2024,AQS,61030007,1,0.043,ppm,40.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
07/30/2024,AQS,61030007,1,0.044,ppm,41.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
07/31/2024,AQS,61030007,1,0.037,ppm,34.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
08/01/2024,AQS,61030007,1,0.045,ppm,42.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
August 02/2024,AQS,61030007,1,0.053,ppm,49.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,0.043,ppm,40.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
08/04/2024,AQS,61030007,1,0.043,ppm,40.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
August 05/2024,AQS,61030007,1,0.042,ppm,39.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
August 06/2024,AQS,61030007,1,0.045,ppm,42.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
08/07/2024,AQS,61030007,1,0.047,ppm,44.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
08/08/2024,AQS,61030007,1,0.042,ppm,39.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
08/09/2024,AQS,61030007,1,0.043,ppm,40.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,0.044,ppm,41.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,0.04,ppm,,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
08/12/2024,AQS,61030007,1,0.034,ppm,31.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
08/13/2024,AQS,61030007,1,0.037,ppm,34.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
08/14/2024,AQS,61030007,1,0.039,ppm,36.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,0.029,ppm,27.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
08/16/2024,AQS,61030007,1,,ppm,34.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
August 17/2024,AQS,61030007,1,0.021,ppm,19.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
August 18/2024,AQS,61030007,1,0.036,ppm,33.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
August 20/2024,AQS,61030007,1,0.042,ppm,39.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
08/21/2024,AQS,61030007,1,0.035,ppm,32.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
08/22/2024,AQS,61030007,1,,ppm,28.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,0.031,ppm,29.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
08/24/2024,AQS,61030007,1,0.037,ppm,34.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
August 25/2024,AQS,61030007,1,0.037,ppm,34.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
08/26/2024,AQS,61030007,1,0.046,ppm,43.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
August 27/2024,AQS,61030007,1,0.046,ppm,43.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
08/28/2024,AQS,61030007,1,0.043,ppm,40.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
08/29/2024,AQS,61030007,1,0.051,ppm,47.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,0.051,ppm,47.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
08/31/2024,AQS,61030007,1,0.05,ppm,46.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,0.053,ppm,49.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,0.036,ppm,33.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,0.031,ppm,29.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
09/04/2024,AQS,61030007,1,0.041,ppm,38.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,0.043,ppm,40.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
September 06/2024,AQS,61030007,1,0.044,ppm,41.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
09/07/2024,AQS,61030007,1,0.039,ppm,36.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,0.036,ppm,33.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
09/09/2024,AQS,61030007,1,0.034,ppm,31.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,,ppm,35.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
September 11/2024,AQS,61030007,1,0.028,ppm,,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
09/12/2024,AQS,61030007,1,0.031,ppm,29.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
09/13/2024,AQS,61030007,1,0.035,ppm,32.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
09/14/2024,AQS,61030007,1,0.042,ppm,39.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,,ppm,26.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
09/17/2024,AQS,61030007,1,0.032,ppm,30.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
09/18/2024,AQS,61030007,1,0.036,ppm,33.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
09/19/2024,AQS,61030007,1,0.04,ppm,,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
09/20/2024,AQS,61030007,1,0.034,ppm,31.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
September 21/2024,AQS,61030007,1,0.036,ppm,33.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,,ppm,35.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
09/23/2024,AQS,61030007,1,0.031,ppm,29.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
09/24/2024,AQS,61030007,1,0.037,ppm,34.0,Red Bluff-Walnut St. District Office,16,94.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
09/25/2024,AirNow,61030007,1,0.003,ppm,3.0,Red Bluff-Walnut St. District Office,19,79.0,,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
09/26/2024,AQS,61030007,1,0.041,ppm,38.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
09/27/2024,AQS,61030007,1,0.041,ppm,38.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
/2024,AQS,61030007,1,0.041,ppm,38.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
09/29/2024,AQS,61030007,1,0.038,ppm,35.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
09/30/2024,AQS,61030007,1,0.034,ppm,31.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
10/01/2024,AQS,61030007,1,0.038,ppm,35.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
October 02/2024,AQS,61030007,1,0.04,ppm,37.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
10/03/2024,AQS,61030007,1,0.045,ppm,42.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
10/04/2024,AQS,61030007,1,0.042,ppm,39.0,Red Bluff-Walnut St. District Office,17,100.0,87.0,39780.0,"Red Bluff, CA",103,Tehama,40.17093,-122.25556
